2024-02-15_14:11:58.867909;297.18;90987;7.25;1389
2024-02-15_14:12:09.336959;297.18;90987;7.25;1384
2024-02-15_14:12:19.806045;297.18;90987;7.24;1380
2024-02-15_14:12:30.274895;297.19;90987;7.25;1378
2024-02-15_14:12:40.744150;297.19;90986;7.24;1374
2024-02-15_14:12:51.212692;297.19;90987;7.24;1370
2024-02-15_14:13:01.681593;297.2;90988;7.24;1365
2024-02-15_14:13:12.150654;297.2;90987;7.23;1358
2024-02-15_14:13:22.619421;297.2;90988;7.23;1357
2024-02-15_14:13:33.088449;297.2;90987;7.24;1354
2024-02-15_14:13:43.557349;297.2;90987;7.22;1351
2024-02-15_14:13:54.029919;297.21;90987;7.23;1347
2024-02-15_14:14:04.498836;297.21;90986;7.23;1345
2024-02-15_14:14:14.967874;297.21;90987;7.23;1340
2024-02-15_14:14:25.436874;297.21;90985;7.22;1334
2024-02-15_14:14:35.906101;297.21;90986;7.22;1333
2024-02-15_14:14:46.374682;297.21;90987;7.22;1327
2024-02-15_14:14:56.843650;297.21;90987;7.21;1326
2024-02-15_14:15:07.312476;297.22;90986;7.21;1323
2024-02-15_14:15:17.785204;297.22;90987;7.22;1319
2024-02-15_14:15:28.254229;297.22;90987;7.22;1318
2024-02-15_14:15:38.723266;297.22;90987;7.21;1317
2024-02-15_14:15:49.192172;297.22;90986;7.22;1311
2024-02-15_14:15:59.661000;297.23;90986;7.21;1307
2024-02-15_14:16:10.129925;297.23;90987;7.2;1305
2024-02-15_14:16:20.598899;297.23;90986;7.21;1302
2024-02-15_14:16:31.071580;297.23;90986;7.21;1297
2024-02-15_14:16:41.540594;297.23;90985;7.21;1296
2024-02-15_14:16:52.009466;297.23;90984;7.2;1290
2024-02-15_14:17:02.478603;297.24;90984;7.2;1289
2024-02-15_14:17:12.947459;297.24;90986;7.21;1289
2024-02-15_14:17:23.416251;297.24;90985;7.19;1283
2024-02-15_14:17:33.885294;297.24;90985;7.18;1281
2024-02-15_14:17:44.357861;297.24;90985;7.2;1279
2024-02-15_14:17:54.826831;297.24;90986;7.2;1275
2024-02-15_14:18:05.295801;297.24;90986;7.19;1273
2024-02-15_14:18:15.764740;297.25;90986;7.2;1271
2024-02-15_14:18:26.233773;297.25;90986;7.18;1266
2024-02-15_14:18:36.702739;297.25;90986;7.19;1264
2024-02-15_14:18:47.171356;297.25;90986;7.19;1261
2024-02-15_14:18:57.640369;297.25;90986;7.19;1255
2024-02-15_14:19:08.109138;297.25;90985;7.2;1257
2024-02-15_14:19:18.578128;297.24;90985;7.18;1252
2024-02-15_14:19:29.046858;297.24;90985;7.19;1252
2024-02-15_14:19:39.519649;297.24;90985;7.18;1248
2024-02-15_14:19:49.988666;297.24;90984;7.18;1244
2024-02-15_14:20:00.457481;297.25;90983;7.18;1244
2024-02-15_14:20:10.926738;297.25;90983;7.18;1242
2024-02-15_14:20:21.395493;297.25;90983;7.18;1236
2024-02-15_14:20:31.864265;297.25;90983;7.18;1241
2024-02-15_14:20:42.333157;297.25;90984;7.18;1235
2024-02-15_14:20:52.805934;297.26;90984;7.18;1234
2024-02-15_14:21:03.274849;297.26;90984;7.17;1230
2024-02-15_14:21:13.743861;297.27;90983;7.18;1229
2024-02-15_14:21:24.212824;297.27;90983;7.18;1226
2024-02-15_14:21:34.681438;297.27;90983;7.17;1223
2024-02-15_14:21:45.150529;297.28;90983;7.18;1223
2024-02-15_14:21:55.619489;297.28;90983;7.17;1221
2024-02-15_14:22:06.088193;297.28;90982;7.17;1219
2024-02-15_14:22:16.557359;297.29;90981;7.16;1218
2024-02-15_14:22:27.026115;297.29;90981;7.16;1212
2024-02-15_14:22:37.498676;297.29;90981;7.15;1212
2024-02-15_14:22:47.963797;297.29;90980;7.16;1207
2024-02-15_14:22:58.432637;297.3;90979;7.15;1206
2024-02-15_14:23:08.901627;297.3;90979;7.15;1205
2024-02-15_14:23:19.370414;297.3;90980;7.16;1202
2024-02-15_14:23:29.839428;297.3;90981;7.17;1199
2024-02-15_14:23:40.308155;297.3;90981;7.15;1196
2024-02-15_14:23:50.780835;297.3;90980;7.15;1195
2024-02-15_14:24:01.245985;297.3;90980;7.15;1195
2024-02-15_14:24:11.714724;297.3;90980;7.15;1192
2024-02-15_14:24:22.183693;297.3;90980;7.15;1190
2024-02-15_14:24:32.656335;297.3;90980;7.15;1187
2024-02-15_14:24:43.125361;297.31;90981;7.15;1186
2024-02-15_14:24:53.594219;297.31;90981;7.15;1181
2024-02-15_14:25:04.063283;297.31;90980;7.15;1182
2024-02-15_14:25:14.531867;297.31;90980;7.15;1179
2024-02-15_14:25:25.000911;297.31;90979;7.15;1178
2024-02-15_14:25:35.469839;297.31;90978;7.15;1176
2024-02-15_14:25:45.938760;297.31;90979;7.14;1173
2024-02-15_14:25:56.407620;297.31;90979;7.14;1172
2024-02-15_14:26:06.876415;297.31;90978;7.13;1170
2024-02-15_14:26:17.349067;297.31;90979;7.15;1167
2024-02-15_14:26:27.818034;297.31;90979;7.13;1165
2024-02-15_14:26:38.286985;297.31;90979;7.14;1164
2024-02-15_14:26:48.756045;297.31;90979;7.15;1162
2024-02-15_14:26:59.224761;297.32;90979;7.14;1159
2024-02-15_14:27:09.693871;297.32;90978;7.13;1158
2024-02-15_14:27:20.162556;297.32;90978;7.14;1156
2024-02-15_14:27:30.631557;297.32;90977;7.13;1155
2024-02-15_14:27:41.104184;297.32;90976;7.14;1154
2024-02-15_14:27:51.573166;297.33;90977;7.13;1149
2024-02-15_14:28:02.042016;297.33;90977;7.12;1149
2024-02-15_14:28:12.511197;297.33;90976;7.13;1148
2024-02-15_14:28:22.979967;297.33;90975;7.12;1147
2024-02-15_14:28:33.448792;297.34;90975;7.12;1145
2024-02-15_14:28:43.917750;297.34;90975;7.12;1143
2024-02-15_14:28:54.386443;297.34;90975;7.12;1141
2024-02-15_14:29:04.855335;297.35;90975;7.12;1139
2024-02-15_14:29:15.324542;297.35;90975;7.12;1137
2024-02-15_14:29:25.796885;297.35;90975;7.11;1137
2024-02-15_14:29:36.265871;297.36;90975;7.12;1137
2024-02-15_14:29:46.734844;297.36;90974;7.12;1133
2024-02-15_14:29:57.203965;297.36;90973;7.12;1131
2024-02-15_14:30:07.672401;297.36;90972;7.11;1132
2024-02-15_14:30:18.141401;297.36;90972;7.12;1129
2024-02-15_14:30:28.610469;297.36;90973;7.12;1127
2024-02-15_14:30:39.079319;297.36;90971;7.12;1127
2024-02-15_14:30:49.548424;297.36;90972;7.11;1124
2024-02-15_14:31:00.017015;297.36;90972;7.11;1123
2024-02-15_14:31:10.485992;297.36;90972;7.12;1123
2024-02-15_14:31:20.958628;297.36;90972;7.11;1122
2024-02-15_14:31:31.427524;297.36;90971;7.11;1120
2024-02-15_14:31:41.892425;297.36;90969;7.12;1118
2024-02-15_14:31:52.365105;297.36;90969;7.11;1119
2024-02-15_14:32:02.834094;297.36;90970;7.11;1115
2024-02-15_14:32:13.302953;297.36;90969;7.1;1114
2024-02-15_14:32:23.772035;297.36;90969;7.11;1113
2024-02-15_14:32:34.240965;297.36;90969;7.1;1113
2024-02-15_14:32:44.709849;297.37;90968;7.1;1112
2024-02-15_14:32:55.178643;297.37;90968;7.1;1108
2024-02-15_14:33:05.647487;297.37;90967;7.09;1109
2024-02-15_14:33:16.116283;297.37;90967;7.09;1110
2024-02-15_14:33:26.585451;297.37;90967;7.09;1106
2024-02-15_14:33:37.054023;297.37;90966;7.1;1104
2024-02-15_14:33:47.526878;297.38;90966;7.1;1102
2024-02-15_14:33:57.995745;297.38;90965;7.1;1101
2024-02-15_14:34:08.464794;297.38;90965;7.09;1100
2024-02-15_14:34:18.933593;297.38;90965;7.09;1100
2024-02-15_14:34:29.402724;297.39;90965;7.09;1097
2024-02-15_14:34:39.871494;297.39;90964;7.09;1097
2024-02-15_14:34:50.340328;297.39;90964;7.09;1094
2024-02-15_14:35:00.809108;297.4;90963;7.09;1095
2024-02-15_14:35:11.277961;297.4;90964;7.08;1093
2024-02-15_14:35:21.746772;297.4;90964;7.08;1092
2024-02-15_14:35:32.215927;297.41;90963;7.08;1089
2024-02-15_14:35:42.684636;297.41;90960;7.08;1091
2024-02-15_14:35:53.153434;297.42;90961;7.08;1089
2024-02-15_14:36:03.622305;297.42;90961;7.08;1088
2024-02-15_14:36:14.095065;297.43;90961;7.07;1089
2024-02-15_14:36:24.563915;297.43;90961;7.08;1087
2024-02-15_14:36:35.032969;297.43;90960;7.07;1084
2024-02-15_14:36:45.501887;297.44;90959;7.07;1083
2024-02-15_14:36:55.970683;297.44;90959;7.07;1083
2024-02-15_14:37:06.439667;297.44;90960;7.07;1080
2024-02-15_14:37:16.908441;297.45;90960;7.07;1082
2024-02-15_14:37:27.381175;297.45;90959;7.07;1080
2024-02-15_14:37:37.850146;297.46;90959;7.07;1078
2024-02-15_14:37:48.318955;297.46;90960;7.07;1078
2024-02-15_14:37:58.787918;297.46;90960;7.07;1078
2024-02-15_14:38:09.256731;297.46;90959;7.07;1075
2024-02-15_14:38:19.725589;297.47;90959;7.07;1075
2024-02-15_14:38:30.194304;297.47;90959;7.07;1075
2024-02-15_14:38:40.666947;297.47;90959;7.06;1072
2024-02-15_14:38:51.135859;297.47;90960;7.05;1072
2024-02-15_14:39:01.604713;297.47;90959;7.06;1069
2024-02-15_14:39:12.073391;297.48;90959;7.06;1069
2024-02-15_14:39:22.542241;297.48;90959;7.06;1069
2024-02-15_14:39:33.011200;297.49;90958;7.05;1067
2024-02-15_14:39:43.480120;297.49;90958;7.05;1065
2024-02-15_14:39:53.948953;297.5;90959;7.05;1066
2024-02-15_14:40:04.417695;297.5;90959;7.05;1063
2024-02-15_14:40:14.886601;297.5;90959;7.05;1063
2024-02-15_14:40:25.359225;297.51;90959;7.05;1061
2024-02-15_14:40:35.828085;297.51;90960;7.04;1060
2024-02-15_14:40:46.297018;297.51;90960;7.04;1060
2024-02-15_14:40:56.765984;297.51;90959;7.05;1059
2024-02-15_14:41:07.234771;297.51;90958;7.04;1057
2024-02-15_14:41:17.703629;297.52;90958;7.04;1057
2024-02-15_14:41:28.172454;297.52;90959;7.04;1055
2024-02-15_14:41:38.641216;297.52;90960;7.04;1054
2024-02-15_14:41:49.110271;297.52;90960;7.04;1052
2024-02-15_14:41:59.579017;297.52;90960;7.04;1054
2024-02-15_14:42:10.047620;297.52;90960;7.04;1050
2024-02-15_14:42:20.516540;297.53;90961;7.04;1050
2024-02-15_14:42:30.985313;297.53;90960;7.04;1051
2024-02-15_14:42:41.457977;297.53;90960;7.04;1050
2024-02-15_14:42:51.926841;297.53;90961;7.04;1047
2024-02-15_14:43:02.395901;297.53;90960;7.04;1045
2024-02-15_14:43:12.860657;297.54;90961;7.04;1045
2024-02-15_14:43:23.333289;297.54;90961;7.03;1045
2024-02-15_14:43:33.798315;297.54;90961;7.03;1042
2024-02-15_14:43:44.267177;297.54;90961;7.03;1042
2024-02-15_14:43:54.739862;297.54;90961;7.03;1040
2024-02-15_14:44:05.208905;297.55;90961;7.03;1040
2024-02-15_14:44:15.677673;297.55;90961;7.02;1040
2024-02-15_14:44:26.146721;297.55;90961;7.02;1039
2024-02-15_14:44:36.615358;297.56;90961;7.02;1039
2024-02-15_14:44:47.084120;297.56;90961;7.02;1036
2024-02-15_14:44:57.553097;297.56;90961;7.02;1036
2024-02-15_14:45:08.021907;297.56;90962;7.01;1035
2024-02-15_14:45:18.490798;297.56;90962;7.01;1034
2024-02-15_14:45:28.959589;297.57;90962;7.02;1033
2024-02-15_14:45:39.437755;297.57;90961;7.02;1032
2024-02-15_14:45:49.901228;297.57;90961;7.01;1030
2024-02-15_14:46:00.370246;297.58;90961;7.01;1031
2024-02-15_14:46:10.838947;297.58;90961;7;1031
2024-02-15_14:46:21.307889;297.58;90961;7.01;1030
2024-02-15_14:46:31.776743;297.58;90960;7.01;1029
2024-02-15_14:46:42.245598;297.58;90960;7.01;1027
2024-02-15_14:46:52.718267;297.59;90960;7.01;1027
2024-02-15_14:47:03.187294;297.59;90959;7;1026
2024-02-15_14:47:13.656057;297.59;90960;7;1026
2024-02-15_14:47:24.124938;297.59;90959;7.01;1025
2024-02-15_14:47:34.593817;297.6;90960;6.99;1025
2024-02-15_14:47:45.062710;297.6;90961;6.99;1024
2024-02-15_14:47:55.531518;297.6;90960;7.01;1023
2024-02-15_14:48:06.004147;297.6;90960;6.99;1022
2024-02-15_14:48:16.473165;297.61;90960;6.99;1023
2024-02-15_14:48:26.942167;297.61;90959;6.99;1022
2024-02-15_14:48:37.410996;297.61;90959;6.98;1022
2024-02-15_14:48:47.879794;297.62;90959;6.98;1021
2024-02-15_14:48:58.348652;297.62;90959;6.98;1020
2024-02-15_14:49:08.821268;297.62;90960;6.98;1021
2024-02-15_14:49:19.286273;297.62;90961;6.99;1020
2024-02-15_14:49:29.755176;297.62;90960;6.98;1019
2024-02-15_14:49:40.224018;297.63;90960;6.98;1018
2024-02-15_14:49:50.692816;297.63;90961;6.98;1018
2024-02-15_14:50:01.161826;297.63;90961;6.97;1018
2024-02-15_14:50:11.630586;297.63;90960;6.98;1016
2024-02-15_14:50:22.103283;297.63;90960;6.98;1018
2024-02-15_14:50:32.572167;297.63;90960;6.98;1016
2024-02-15_14:50:43.041016;297.63;90960;6.98;1014
2024-02-15_14:50:53.509679;297.63;90960;6.97;1014
2024-02-15_14:51:03.978673;297.64;90959;6.98;1014
2024-02-15_14:51:14.443576;297.64;90960;6.98;1013
